region,species,year,abundance.all,abundance.hatch,abundance.nat
ak.pws,pink,2012,30.40827466,23.878369,6.529905656
ak.pws,pink,2013,106.3697396,75.658941,30.71079859
ak.pws,pink,2014,45.68113984,41.61146114,4.069678702
ak.pws,pink,2015,115.498,71.879,43.619
ak.pws,sockeye,1952,1.96832724,0,1.96832724
ak.pws,sockeye,1953,1.197742077,0,1.197742077
ak.pws,sockeye,1954,1.836979635,0,1.836979635
ak.pws,sockeye,1955,1.283610584,0,1.283610584
ak.pws,sockeye,1956,1.357868914,0,1.357868914
ak.pws,sockeye,1957,1.21956387,0,1.21956387
ak.pws,sockeye,1958,0.79503158,0,0.79503158
ak.pws,sockeye,1959,0.767304098,0,0.767304098
ak.pws,sockeye,1960,0.92127216,0,0.92127216
ak.pws,sockeye,1961,1.246740358,0,1.246740358
ak.pws,sockeye,1962,1.446374541,0,1.446374541
ak.pws,sockeye,1963,0.965102543,0,0.965102543
ak.pws,sockeye,1964,1.413880547,0,1.413880547
ak.pws,sockeye,1965,1.631194744,0,1.631194744
ak.pws,sockeye,1966,1.86774688,0,1.86774688
ak.pws,sockeye,1967,1.119439863,0,1.119439863
ak.pws,sockeye,1968,1.334651156,0,1.334651156
ak.pws,sockeye,1969,1.728312239,0,1.728312239
ak.pws,sockeye,1970,2.007970592,0,2.007970592
ak.pws,sockeye,1971,1.362727742,0,1.362727742
ak.pws,sockeye,1972,1.67139944,0,1.67139944
ak.pws,sockeye,1973,0.986426368,0,0.986426368
ak.pws,sockeye,1974,1.361910788,0,1.361910788
ak.pws,sockeye,1975,1.092386856,0,1.092386856
ak.pws,sockeye,1976,1.713575165,0,1.713575165
ak.pws,sockeye,1977,1.629798319,0,1.629798319
ak.pws,sockeye,1978,1.033496749,0.006791647,1.026705102
ak.pws,sockeye,1979,0.832463824,0.033579133,0.798884692
ak.pws,sockeye,1980,0.57726758,0.023710865,0.553556716
ak.pws,sockeye,1981,1.419873108,0.023808093,1.396065015
ak.pws,sockeye,1982,3.320404937,0.022116838,3.298288099
ak.pws,sockeye,1983,1.560428144,0.016176591,1.544251553
ak.pws,sockeye,1984,2.068850341,0.010622613,2.058227729
ak.pws,sockeye,1985,2.282585025,0.058170305,2.224414721
ak.pws,sockeye,1986,2.05759771,0.05859233,1.999005379
ak.pws,sockeye,1987,2.580004499,0.076105311,2.503899187
ak.pws,sockeye,1988,0.788348096,0.196726257,0.591621838
ak.pws,sockeye,1989,1.507295247,0.310781347,1.1965139
ak.pws,sockeye,1990,0.809560504,0.136767688,0.672792816
ak.pws,sockeye,1991,2.39774477,0.66023845,1.73750632
ak.pws,sockeye,1992,2.826699479,0.716731991,2.109967488
ak.pws,sockeye,1993,2.767590614,0.497604356,2.269986258
ak.pws,sockeye,1994,2.443469162,0.517470335,1.925998828
ak.pws,sockeye,1995,2.335281861,0.418030097,1.917251764
ak.pws,sockeye,1996,4.013600288,0.982234441,3.031365846
ak.pws,sockeye,1997,5.202429378,1.468092294,3.734337085
ak.pws,sockeye,1998,2.570219651,0.91700373,1.653215921
ak.pws,sockeye,1999,3.591925577,1.251107086,2.340818491
ak.pws,sockeye,2000,2.463578094,0.823517667,1.640060427
ak.pws,sockeye,2001,3.261651213,1.142882228,2.118768985
ak.pws,sockeye,2002,3.255571161,1.377927331,1.87764383
ak.pws,sockeye,2003,3.733215282,1.628583711,2.104631572
ak.pws,sockeye,2004,2.790505253,0.750642785,2.039862469
ak.pws,sockeye,2005,2.849070287,0.686356822,2.162713465
ak.pws,sockeye,2006,2.79573,1.326053463,1.469676537
ak.pws,sockeye,2007,3.185054,1.300063406,1.884990594
ak.pws,sockeye,2008,1.26694,0.94064201,0.32629799
ak.pws,sockeye,2009,1.842612,1.037017392,0.805594608
ak.pws,sockeye,2010,2.992248062,1.800948,1.191300062
ak.pws,sockeye,2011,4.389,1.872097229,2.516902771
ak.pws,sockeye,2012,4.8437,1.73479114,3.10890886
ak.pws,sockeye,2013,3.37,1.271756936,2.098243064
ak.pws,sockeye,2014,4.3147,1.678337036,2.636362964
ak.pws,sockeye,2015,4.288,1.794,2.494
ak.sc,chum,1952,1.758435405,0,1.758435405
ak.sc,chum,1953,2.262754802,0,2.262754802
ak.sc,chum,1954,2.11490696,0,2.11490696
ak.sc,chum,1955,1.552750056,0,1.552750056
ak.sc,chum,1956,2.484154138,0,2.484154138
ak.sc,chum,1957,2.076381283,0,2.076381283
ak.sc,chum,1958,1.58784574,0,1.58784574
ak.sc,chum,1959,1.302767372,0,1.302767372
ak.sc,chum,1960,1.821156682,0,1.821156682
ak.sc,chum,1961,1.495386215,0,1.495386215
ak.sc,chum,1962,1.876549616,0,1.876549616
ak.sc,chum,1963,1.394075408,0,1.394075408
ak.sc,chum,1964,1.970967968,0,1.970967968
ak.sc,chum,1965,1.030890247,0,1.030890247
ak.sc,chum,1966,1.384608676,0,1.384608676
ak.sc,chum,1967,0.678809566,0,0.678809566
ak.sc,chum,1968,1.009973065,0,1.009973065
ak.sc,chum,1969,0.568828987,0,0.568828987
ak.sc,chum,1970,1.781081319,0,1.781081319
ak.sc,chum,1971,2.362581977,0,2.362581977
ak.sc,chum,1972,0.992920996,0,0.992920996
ak.sc,chum,1973,0.609317591,0,0.609317591
ak.sc,chum,1974,0.732682225,0,0.732682225
ak.sc,chum,1975,0.535106864,0,0.535106864
ak.sc,chum,1976,1.020683977,0,1.020683977
ak.sc,chum,1977,1.816475509,0,1.816475509
ak.sc,chum,1978,1.730762642,0,1.730762642
ak.sc,chum,1979,1.494952697,0,1.494952697
ak.sc,chum,1980,1.980788557,0,1.980788557
ak.sc,chum,1981,2.714756598,0,2.714756598
ak.sc,chum,1982,2.52124835,0,2.52124835
ak.sc,chum,1983,1.983252523,0,1.983252523
ak.sc,chum,1984,3.012557356,0,3.012557356
ak.sc,chum,1985,1.905978355,0,1.905978355
ak.sc,chum,1986,2.609757159,0,2.609757159
ak.sc,chum,1987,2.264453266,0,2.264453266
ak.sc,chum,1988,2.91236176,0,2.91236176
ak.sc,chum,1989,1.237548291,0,1.237548291
ak.sc,chum,1990,1.881562605,0,1.881562605
ak.sc,chum,1991,2.588214892,0,2.588214892
ak.sc,chum,1992,2.2798,0,2.2798
ak.sc,chum,1993,1.606293,0,1.606293
ak.sc,chum,1994,3.245546,0,3.245546
ak.sc,chum,1995,3.214008,0,3.214008
ak.sc,chum,1996,2.003987,0,2.003987
ak.sc,chum,1997,2.488876,0,2.488876
ak.sc,chum,1998,2.310226,0,2.310226
ak.sc,chum,1999,2.352981,0,2.352981
ak.sc,chum,2000,2.180051,0,2.180051
ak.sc,chum,2001,2.975637,0,2.975637
ak.sc,chum,2002,1.715356,0,1.715356
ak.sc,chum,2003,1.603108,0,1.603108
ak.sc,chum,2004,1.976142,0,1.976142
ak.sc,chum,2005,2.375707,0,2.375707
ak.sc,chum,2006,2.8736232,0,2.8736232
ak.sc,chum,2007,2.8650944,0,2.8650944
ak.sc,chum,2008,2.3413702,0,2.3413702
ak.sc,chum,2009,3.0959692,0,3.0959692
ak.sc,chum,2010,1.691153,0,1.691153
ak.sc,chum,2011,2.473866,0,2.473866
ak.sc,chum,2012,1.4130104,0,1.4130104
ak.sc,chum,2013,2.5603606,0,2.5603606
ak.sc,chum,2014,1.3114974,0,1.3114974
ak.sc,chum,2015,2.9172282,0,2.9172282
ak.sc,pink,1952,2.692169351,0,2.692169351
ak.sc,pink,1953,5.981372216,0,5.981372216
ak.sc,pink,1954,4.774613255,0,4.774613255
ak.sc,pink,1955,5.622972373,0,5.622972373
ak.sc,pink,1956,5.976094332,0,5.976094332
ak.sc,pink,1957,2.701324688,0,2.701324688
ak.sc,pink,1958,3.609631947,0,3.609631947
ak.sc,pink,1959,2.644449314,0,2.644449314
ak.sc,pink,1960,3.841650774,0,3.841650774
ak.sc,pink,1961,4.234911165,0,4.234911165
ak.sc,pink,1962,6.660146,0,6.660146
ak.sc,pink,1963,6.576663,0,6.576663
ak.sc,pink,1964,7.61395,0,7.61395
ak.sc,pink,1965,5.635737,0,5.635737
ak.sc,pink,1966,2.961666,0,2.961666
ak.sc,pink,1967,1.223781,0,1.223781
ak.sc,pink,1968,4.7271,0,4.7271
ak.sc,pink,1969,6.764789,0,6.764789
ak.sc,pink,1970,5.131692,0,5.131692
ak.sc,pink,1971,3.60307,0,3.60307
ak.sc,pink,1972,0.316321,0,0.316321
ak.sc,pink,1973,0.461852,0,0.461852
ak.sc,pink,1974,0.869195,0,0.869195
ak.sc,pink,1975,1.104745,0,1.104745
ak.sc,pink,1976,5.124367,0,5.124367
ak.sc,pink,1977,6.124446,0,6.124446
ak.sc,pink,1978,10.986894,0,10.986894
ak.sc,pink,1979,12.551038,0,12.551038
ak.sc,pink,1980,11.419144,0,11.419144
ak.sc,pink,1981,9.348833,0,9.348833
ak.sc,pink,1982,8.924124,0,8.924124
ak.sc,pink,1983,4.227018,0,4.227018
ak.sc,pink,1984,16.857504,0,16.857504
ak.sc,pink,1985,7.040088,0,7.040088
ak.sc,pink,1986,7.775545,0,7.775545
ak.sc,pink,1987,3.670315,0,3.670315
ak.sc,pink,1988,15.681379,0,15.681379
ak.sc,pink,1989,11.570352,0,11.570352
ak.sc,pink,1990,6.447608,0,6.447608
ak.sc,pink,1991,15.510728,0,15.510728
ak.sc,pink,1992,16.802493,0,16.802493
ak.sc,pink,1993,16.615617,0,16.615617
ak.sc,pink,1994,12.651363,0,12.651363
ak.sc,pink,1995,30.775778,0,30.775778
ak.sc,pink,1996,9.170408,0,9.170408
ak.sc,pink,1997,12.239531,0,12.239531
ak.sc,pink,1998,16.404048,0,16.404048
ak.sc,pink,1999,17.558391,0,17.558391
ak.sc,pink,2000,8.601464,0,8.601464
ak.sc,pink,2001,12.486067,0,12.486067
ak.sc,pink,2002,7.776545,0,7.776545
ak.sc,pink,2003,14.284749,0,14.284749
ak.sc,pink,2004,16.626453,0,16.626453
ak.sc,pink,2005,16.986247,0,16.986247
ak.sc,pink,2006,8.21764,0,8.21764
ak.sc,pink,2007,14.1896,0,14.1896
ak.sc,pink,2008,19.9833,0,19.9833
ak.sc,pink,2009,13.9282,0,13.9282
ak.sc,pink,2010,2.6613,0,2.6613
ak.sc,pink,2011,10.16736,0,10.16736
ak.sc,pink,2012,1.6514642,0,1.6514642
ak.sc,pink,2013,12.5414868,0,12.5414868
ak.sc,pink,2014,2.8364012,0,2.8364012
ak.sc,pink,2015,28.5207632,0,28.5207632
ak.sc,sockeye,1952,0.421763,0,0.421763
ak.sc,sockeye,1953,0.684971,0,0.684971
ak.sc,sockeye,1954,0.554431,0,0.554431
ak.sc,sockeye,1955,0.806692,0,0.806692
ak.sc,sockeye,1956,1.439813,0,1.439813
ak.sc,sockeye,1957,0.823438,0,0.823438
ak.sc,sockeye,1958,0.654585,0,0.654585
ak.sc,sockeye,1959,0.837418,0,0.837418
ak.sc,sockeye,1960,1.301201,0,1.301201
ak.sc,sockeye,1961,0.728145,0,0.728145
ak.sc,sockeye,1962,0.856552,0,0.856552
ak.sc,sockeye,1963,0.936188,0,0.936188
ak.sc,sockeye,1964,0.918361,0,0.918361
ak.sc,sockeye,1965,1.136937,0,1.136937
ak.sc,sockeye,1966,0.816878,0,0.816878
ak.sc,sockeye,1967,1.022036,0,1.022036
ak.sc,sockeye,1968,1.77147,0,1.77147
ak.sc,sockeye,1969,0.997774,0,0.997774
ak.sc,sockeye,1970,2.477613,0,2.477613
ak.sc,sockeye,1971,2.224301,0,2.224301
ak.sc,sockeye,1972,0.996272,0,0.996272
ak.sc,sockeye,1973,1.745569,0,1.745569
ak.sc,sockeye,1974,1.515481,0,1.515481
ak.sc,sockeye,1975,1.04843,0,1.04843
ak.sc,sockeye,1976,2.219569,0,2.219569
ak.sc,sockeye,1977,3.082269,0,3.082269
ak.sc,sockeye,1978,2.547058,0,2.547058
ak.sc,sockeye,1979,1.855669,0,1.855669
ak.sc,sockeye,1980,1.534564,0,1.534564
ak.sc,sockeye,1981,3.009576,0,3.009576
ak.sc,sockeye,1982,2.647192,0,2.647192
ak.sc,sockeye,1983,3.289732,0,3.289732
ak.sc,sockeye,1984,4.463088,0,4.463088
ak.sc,sockeye,1985,1.879199,0,1.879199
ak.sc,sockeye,1986,2.750217,0,2.750217
ak.sc,sockeye,1987,3.234737,0,3.234737
ak.sc,sockeye,1988,1.577614,0,1.577614
ak.sc,sockeye,1989,2.239029,0,2.239029
ak.sc,sockeye,1990,3.209313,0,3.209313
ak.sc,sockeye,1991,3.506006,0,3.506006
ak.sc,sockeye,1992,2.376718,0,2.376718
ak.sc,sockeye,1993,2.946843,0,2.946843
ak.sc,sockeye,1994,3.067554,0,3.067554
ak.sc,sockeye,1995,2.921709,0,2.921709
ak.sc,sockeye,1996,3.148403,0,3.148403
ak.sc,sockeye,1997,1.613997,0,1.613997
ak.sc,sockeye,1998,1.928313,0,1.928313
ak.sc,sockeye,1999,4.46226,0,4.46226
ak.sc,sockeye,2000,3.054013,0,3.054013
ak.sc,sockeye,2001,3.234246,0,3.234246
ak.sc,sockeye,2002,2.357095,0,2.357095
ak.sc,sockeye,2003,2.10867,0,2.10867
ak.sc,sockeye,2004,1.724633,0,1.724633
ak.sc,sockeye,2005,2.045602175,0,2.045602175
ak.sc,sockeye,2006,2.259784,0,2.259784
ak.sc,sockeye,2007,1.99088,0,1.99088
ak.sc,sockeye,2008,1.518963,0,1.518963
ak.sc,sockeye,2009,2.248603,0,2.248603
ak.sc,sockeye,2010,2.411862,0,2.411862
ak.sc,sockeye,2011,3.954129,0,3.954129
ak.sc,sockeye,2012,2.972826,0,2.972826
ak.sc,sockeye,2013,3.848863,0,3.848863
ak.sc,sockeye,2014,1.639115,0,1.639115
ak.sc,sockeye,2015,4.47265,0,4.47265
ak.se,chum,1952,6.492522601,0,6.492522601
ak.se,chum,1953,5.728744541,0,5.728744541
ak.se,chum,1954,6.569522256,0,6.569522256
ak.se,chum,1955,3.122068895,0,3.122068895
ak.se,chum,1956,4.683536914,0,4.683536914
ak.se,chum,1957,5.571502658,0,5.571502658
ak.se,chum,1958,4.792446199,0,4.792446199
ak.se,chum,1959,2.785072673,0,2.785072673
ak.se,chum,1960,1.978673557,0,1.978673557
ak.se,chum,1961,3.772593277,0,3.772593277
ak.se,chum,1962,3.290762595,0,3.290762595
ak.se,chum,1963,2.595790315,0,2.595790315
ak.se,chum,1964,3.048417822,0,3.048417822
ak.se,chum,1965,2.65948562,0,2.65948562
ak.se,chum,1966,5.270509187,0,5.270509187
ak.se,chum,1967,4.062489105,0,4.062489105
ak.se,chum,1968,3.901000058,0,3.901000058
ak.se,chum,1969,1.445922949,0,1.445922949
ak.se,chum,1970,4.57205214,0,4.57205214
ak.se,chum,1971,4.341430953,0,4.341430953
ak.se,chum,1972,5.491472917,0,5.491472917
ak.se,chum,1973,4.431469905,0,4.431469905
ak.se,chum,1974,4.54623619,0,4.54623619
ak.se,chum,1975,2.480603728,0,2.480603728
ak.se,chum,1976,6.088861081,0,6.088861081
ak.se,chum,1977,1.463004207,0,1.463004207
ak.se,chum,1978,1.804189578,0.024952422,1.779237156
ak.se,chum,1979,2.86675175,0.061181755,2.805569995
ak.se,chum,1980,3.974201179,0.068722065,3.905479114
ak.se,chum,1981,1.837431679,0.079180921,1.758250758
ak.se,chum,1982,2.477894145,0.136429116,2.341465029
ak.se,chum,1983,1.985273526,0.230582486,1.75469104
ak.se,chum,1984,7.668322079,1.68453,5.983792079
ak.se,chum,1985,5.817695339,1.149653,4.668042339
ak.se,chum,1986,5.552593293,1.505911,4.046682293
ak.se,chum,1987,6.30503339,1.652072,4.65296139
ak.se,chum,1988,6.726893746,1.566582,5.160311746
ak.se,chum,1989,2.861675996,0.806492,2.055183996
ak.se,chum,1990,3.400015469,1.174791,2.225224469
ak.se,chum,1991,4.471780444,1.854518581,2.617261864
ak.se,chum,1992,7.769089074,2.633055,5.136034074
ak.se,chum,1993,10.4796939,5.132166,5.347527904
ak.se,chum,1994,13.88871213,7.527365,6.36134713
ak.se,chum,1995,15.17914787,8.535372,6.643775868
ak.se,chum,1996,20.94384525,13.997454,6.946391251
ak.se,chum,1997,16.11752998,10.517587,5.599942981
ak.se,chum,1998,22.07316949,12.199593,9.873576491
ak.se,chum,1999,20.72592814,12.046703,8.679225144
ak.se,chum,2000,23.19781191,13.592066,9.605745905
ak.se,chum,2001,12.27821475,6.252324,6.025890751
ak.se,chum,2002,10.65068568,6.097329,4.553356676
ak.se,chum,2003,14.06897073,9.675218,4.393752728
ak.se,chum,2004,15.56086039,8.690528,6.870332388
ak.se,chum,2005,12.839529,5.227853,7.611676
ak.se,chum,2006,14.87732583,13.272193,1.605132828
ak.se,chum,2007,11.70926274,8.359812,3.349450736
ak.se,chum,2008,10.54680481,8.632774,1.914030805
ak.se,chum,2009,10.97898109,9.380016,1.598965088
ak.se,chum,2010,11.70503499,8.465307,3.239727992
ak.se,chum,2011,12.82520261,9.828873,2.996329613
ak.se,chum,2012,14.16149181,11.719588,2.441903811
ak.se,chum,2013,15.02071599,11.391,3.629715993
ak.se,chum,2014,7.685014688,6.6497,1.035314688
ak.se,chum,2015,15.45241041,9.156,6.296410414
ak.se,pink,1952,19.8509466,0,19.8509466
ak.se,pink,1953,11.45333515,0,11.45333515
ak.se,pink,1954,18.35103345,0,18.35103345
ak.se,pink,1955,19.06637237,0,19.06637237
ak.se,pink,1956,26.24360357,0,26.24360357
ak.se,pink,1957,14.82024793,0,14.82024793
ak.se,pink,1958,19.90974144,0,19.90974144
ak.se,pink,1959,16.54628792,0,16.54628792
ak.se,pink,1960,7.646323365,0,7.646323365
ak.se,pink,1961,15.877193,0,15.877193
ak.se,pink,1962,18.100445,0,18.100445
ak.se,pink,1963,30.332644,0,30.332644
ak.se,pink,1964,26.401794,0,26.401794
ak.se,pink,1965,17.743692,0,17.743692
ak.se,pink,1966,29.903462,0,29.903462
ak.se,pink,1967,6.241033,0,6.241033
ak.se,pink,1968,33.367884,0,33.367884
ak.se,pink,1969,11.299842,0,11.299842
ak.se,pink,1970,17.965372,0,17.965372
ak.se,pink,1971,18.772688,0,18.772688
ak.se,pink,1972,20.803629,0,20.803629
ak.se,pink,1973,14.553755,0,14.553755
ak.se,pink,1974,11.945421,0,11.945421
ak.se,pink,1975,13.054496,0,13.054496
ak.se,pink,1976,28.355014,0,28.355014
ak.se,pink,1977,24.83932,0,24.83932
ak.se,pink,1978,40.147396,0,40.147396
ak.se,pink,1979,33.12278632,0.070794319,33.051992
ak.se,pink,1980,32.12955794,0.104826943,32.024731
ak.se,pink,1981,39.18120995,0.207212951,38.973997
ak.se,pink,1982,42.32426672,0.171728718,42.152538
ak.se,pink,1983,61.64750525,0.568427249,61.079078
ak.se,pink,1984,52.018987,0.614525,51.404462
ak.se,pink,1985,97.328128,1.808061,95.520067
ak.se,pink,1986,84.68541,1.012873,83.672537
ak.se,pink,1987,32.216712,1.915199,30.301513
ak.se,pink,1988,24.585275,0.308715,24.27656
ak.se,pink,1989,89.337218,1.107256,88.229962
ak.se,pink,1990,56.120182,1.81941,54.300772
ak.se,pink,1991,89.12001017,1.991782167,87.128228
ak.se,pink,1992,62.135315,4.155937,57.979378
ak.se,pink,1993,87.017312,1.273936,85.743376
ak.se,pink,1994,91.906497,6.709881,85.196616
ak.se,pink,1995,83.944799,2.51177,81.433029
ak.se,pink,1996,125.637728,3.539078,122.09865
ak.se,pink,1997,66.221552,3.066012,63.15554
ak.se,pink,1998,82.924063,2.628439,80.295624
ak.se,pink,1999,154.881471,4.969928,149.911543
ak.se,pink,2000,50.90407,0.630889,50.273181
ak.se,pink,2001,115.491226,2.653045,112.838181
ak.se,pink,2002,98.908566,2.148834,96.759732
ak.se,pink,2003,96.598147,1.302017,95.29613
ak.se,pink,2004,85.441107,1.783465,83.657642
ak.se,pink,2005,109.28637,1.788382,107.497988
ak.se,pink,2006,37.45997,0.675867,36.784103
ak.se,pink,2007,89.0099533,1.315614,87.6943393
ak.se,pink,2008,39.865092,0.226618,39.638474
ak.se,pink,2009,70.55146574,1.472427,69.07903874
ak.se,pink,2010,52.85130099,1.391159,51.46014199
ak.se,pink,2011,103.2131444,1.539641,101.6735034
ak.se,pink,2012,49.31003941,0.557727,48.75231241
ak.se,pink,2013,158.773,2.941,155.832
ak.se,pink,2014,72.5097,0.7437,71.766
ak.se,pink,2015,65.455,0.853,64.602
ak.se,sockeye,1952,1.230026774,0,1.230026774
ak.se,sockeye,1953,1.84166845,0,1.84166845
ak.se,sockeye,1954,1.63254613,0,1.63254613
ak.se,sockeye,1955,0.99991288,0,0.99991288
ak.se,sockeye,1956,1.223955019,0,1.223955019
ak.se,sockeye,1957,1.433320851,0,1.433320851
ak.se,sockeye,1958,1.348998651,0,1.348998651
ak.se,sockeye,1959,1.191656172,0,1.191656172
ak.se,sockeye,1960,0.787117804,0,0.787117804
ak.se,sockeye,1961,0.996104987,0,0.996104987
ak.se,sockeye,1962,1.033236619,0,1.033236619
ak.se,sockeye,1963,0.907044999,0,0.907044999
ak.se,sockeye,1964,1.236190849,0,1.236190849
ak.se,sockeye,1965,1.452134193,0,1.452134193
ak.se,sockeye,1966,1.410390543,0,1.410390543
ak.se,sockeye,1967,1.299902799,0,1.299902799
ak.se,sockeye,1968,1.111560653,0,1.111560653
ak.se,sockeye,1969,1.08597713,0,1.08597713
ak.se,sockeye,1970,0.893721391,0,0.893721391
ak.se,sockeye,1971,0.833221932,0,0.833221932
ak.se,sockeye,1972,0.714626,0,0.714626
ak.se,sockeye,1973,0.907999,0,0.907999
ak.se,sockeye,1974,1.010069,0,1.010069
ak.se,sockeye,1975,0.92421,0,0.92421
ak.se,sockeye,1976,1.638128,0,1.638128
ak.se,sockeye,1977,2.040197,0,2.040197
ak.se,sockeye,1978,1.480429,0,1.480429
ak.se,sockeye,1979,1.927777,0,1.927777
ak.se,sockeye,1980,1.506153,0,1.506153
ak.se,sockeye,1981,1.484281,0,1.484281
ak.se,sockeye,1982,1.951773,0,1.951773
ak.se,sockeye,1983,1.803879,0,1.803879
ak.se,sockeye,1984,1.641315,0,1.641315
ak.se,sockeye,1985,2.133525,0,2.133525
ak.se,sockeye,1986,1.647755,0.0516,1.596155
ak.se,sockeye,1987,1.856611,0.101,1.755611
ak.se,sockeye,1988,1.424903,0.0927,1.332203
ak.se,sockeye,1989,2.055513438,0.032924438,2.022589
ak.se,sockeye,1990,2.112164582,0.070846582,2.041318
ak.se,sockeye,1991,2.424174748,0.422960748,2.001214
ak.se,sockeye,1992,2.499717,0.005764,2.493953
ak.se,sockeye,1993,3.701744,0.518664,3.18308
ak.se,sockeye,1994,2.400922,0.348734,2.052188
ak.se,sockeye,1995,1.929529,0.304467,1.625062
ak.se,sockeye,1996,3.726599,0.659889,3.06671
ak.se,sockeye,1997,2.731395,0.498906,2.232489
ak.se,sockeye,1998,1.731708,0.380491,1.351217
ak.se,sockeye,1999,1.891667,0.322105,1.569562
ak.se,sockeye,2000,1.685511,0.430469,1.255042
ak.se,sockeye,2001,2.352646,0.525568,1.827078
ak.se,sockeye,2002,1.683479,0.145678,1.537801
ak.se,sockeye,2003,2.110957554,0.440825,1.670132554
ak.se,sockeye,2004,2.512152835,0.596401,1.915751835
ak.se,sockeye,2005,1.994929954,0.301227,1.693702954
ak.se,sockeye,2006,2.092309707,0.544128,1.548181707
ak.se,sockeye,2007,2.128922169,0.165401,1.963521169
ak.se,sockeye,2008,0.998146669,0.102225,0.895921669
ak.se,sockeye,2009,1.403417638,0.151668,1.251749638
ak.se,sockeye,2010,1.20126122,0.100825,1.10043622
ak.se,sockeye,2011,1.67275063,0.190763,1.48198763
ak.se,sockeye,2012,1.514611753,0.247417,1.267194753
ak.se,sockeye,2013,1.537823846,0.250521,1.287302846
ak.se,sockeye,2014,2.083570679,0.2908,1.792770679
ak.se,sockeye,2015,1.85180785,0.162,1.68980785
ak.west,chum,1952,4.888498998,0,4.888498998
ak.west,chum,1953,5.073823082,0,5.073823082
ak.west,chum,1954,5.449885874,0,5.449885874
ak.west,chum,1955,4.639300499,0,4.639300499
ak.west,chum,1956,5.418601277,0,5.418601277
ak.west,chum,1957,4.981530538,0,4.981530538
ak.west,chum,1958,5.077917308,0,5.077917308
ak.west,chum,1959,5.564920171,0,5.564920171
ak.west,chum,1960,7.21422201,0,7.21422201
ak.west,chum,1961,5.160953333,0,5.160953333
ak.west,chum,1962,5.465002655,0,5.465002655
ak.west,chum,1963,4.156757963,0,4.156757963
ak.west,chum,1964,5.403153805,0,5.403153805
ak.west,chum,1965,4.369255301,0,4.369255301
ak.west,chum,1966,4.382349374,0,4.382349374
ak.west,chum,1967,4.274388692,0,4.274388692
ak.west,chum,1968,4.571945913,0,4.571945913
ak.west,chum,1969,4.548131473,0,4.548131473
ak.west,chum,1970,6.678061501,0,6.678061501
ak.west,chum,1971,5.81768663,0,5.81768663
ak.west,chum,1972,5.202914919,0,5.202914919
ak.west,chum,1973,6.948275249,0,6.948275249
ak.west,chum,1974,8.116411645,0,8.116411645
ak.west,chum,1975,9.648650108,0,9.648650108
ak.west,chum,1976,7.853613689,0,7.853613689
ak.west,chum,1977,9.320167509,0,9.320167509
ak.west,chum,1978,9.395328259,0,9.395328259
ak.west,chum,1979,7.937025179,0,7.937025179
ak.west,chum,1980,12.37242165,0,12.37242165
ak.west,chum,1981,12.77630297,0.000413198,12.77588977
ak.west,chum,1982,8.259767516,0.000678233,8.259089283
ak.west,chum,1983,8.749468811,0.00201291,8.747455901
ak.west,chum,1984,12.0024944,0.002354543,12.00013986
ak.west,chum,1985,9.357649031,0.00279678,9.354852251
ak.west,chum,1986,8.773470781,0.003900758,8.769570023
ak.west,chum,1987,8.940385558,0.01402152,8.926364038
ak.west,chum,1988,11.89532348,0.024336443,11.87098704
ak.west,chum,1989,9.73033783,0.019097348,9.711240482
ak.west,chum,1990,7.234167948,0.010829595,7.223338353
ak.west,chum,1991,8.452351482,0.022521645,8.429829837
ak.west,chum,1992,7.15348387,0.04602666,7.10745721
ak.west,chum,1993,5.114687812,0.047726505,5.066961307
ak.west,chum,1994,9.077608881,0.055244055,9.022364826
ak.west,chum,1995,11.02993962,0.063362333,10.96657729
ak.west,chum,1996,10.81857105,0.06391329,10.75465776
ak.west,chum,1997,5.296901092,0.06710004,5.229801052
ak.west,chum,1998,5.720885769,0.06173184,5.659153929
ak.west,chum,1999,6.188247974,0.001401285,6.186846689
ak.west,chum,2000,3.969557389,0,3.969557389
ak.west,chum,2001,6.575483538,0.00000975,6.575473788
ak.west,chum,2002,6.370516414,0.000006,6.370510414
ak.west,chum,2003,7.781798191,0.00000225,7.781795941
ak.west,chum,2004,6.815343822,0,6.815343822
ak.west,chum,2005,11.85468104,0,11.85468104
ak.west,chum,2006,8.746057464,0,8.746057464
ak.west,chum,2007,8.687822333,0,8.687822333
ak.west,chum,2008,7.468079893,0,7.468079893
ak.west,chum,2009,7.320542274,0,7.320542274
ak.west,chum,2010,8.890587405,0,8.890587405
ak.west,chum,2011,11.13850771,0,11.13850771
ak.west,chum,2012,10.67665274,0,10.67665274
ak.west,chum,2013,10.85182799,0,10.85182799
ak.west,chum,2014,10.13585651,0,10.13585651
ak.west,chum,2015,8.609591357,0,8.609591357
ak.west,pink,1952,4.046150714,0,4.046150714
ak.west,pink,1953,0.290650143,0,0.290650143
ak.west,pink,1954,4.046150714,0,4.046150714
ak.west,pink,1955,0.290650143,0,0.290650143
ak.west,pink,1956,4.046150714,0,4.046150714
ak.west,pink,1957,0.290650143,0,0.290650143
ak.west,pink,1958,4.046150714,0,4.046150714
ak.west,pink,1959,0.290650143,0,0.290650143
ak.west,pink,1960,4.046150714,0,4.046150714
ak.west,pink,1961,0.290650143,0,0.290650143
ak.west,pink,1962,3.280066286,0,3.280066286
