species,stat.area,year,escapement,cdn.harvest,noncdn.harvest,total.harvest,total.run
pink,5,1968,431742.6289,97369.10803,119352.08,216721.188,648463.8169
pink,5,1969,30462.65372,6030.744574,8231.83968,14262.58425,44725.23798
pink,5,1970,186888.0349,30590.32994,49056.73675,79647.06669,266535.1016
pink,5,1971,117110.3288,23846.86549,31795.80634,55642.67184,172753.0006
pink,5,1972,406367.2265,81985.66285,110158.0801,192143.7429,598510.9694
pink,5,1973,85501.88741,16269.53715,22956.64669,39226.18383,124728.0712
pink,5,1974,461988.6654,124957.1131,132397.7425,257354.8556,719343.521
pink,5,1975,212673.8888,36739.17254,56260.2671,92999.43963,305673.3285
pink,5,1976,374138.1786,40474.38647,93524.42701,133998.8135,508136.9921
pink,5,1977,171135.7213,52752.38559,50502.58645,103254.972,274390.6934
pink,5,1978,358382.4607,70839.38088,96819.85106,167659.2319,526041.6927
pink,5,1979,62921.27026,13799.01254,17305.84428,31104.85682,94026.12708
pink,5,1980,291035.4211,53993.17294,77828.32524,131821.4982,422856.9193
pink,5,1981,165389.9372,47279.73771,47972.03743,95251.77514,260641.7123
pink,5,1982,166858.152,23384.64729,20134.94322,43519.59051,210377.7425
pink,5,1983,143740.7217,42117.97385,66848.98638,108966.9602,252707.6819
pink,5,1984,331462.5539,117983.3835,109538.6145,227521.998,558984.5519
pink,5,1985,311808.7889,95524.45864,76127.64258,171652.1012,483460.8901
pink,5,1986,442566.2602,137842.2694,151242.5981,289084.8676,731651.1278
pink,5,1987,169525.9063,56464.85012,19375.75819,75840.60831,245366.5146
pink,5,1988,279363.7189,115065.3409,61133.18181,176198.5227,455562.2416
pink,5,1989,292243.3447,58612.21915,109038.0119,167650.231,459893.5757
pink,5,1990,307150.6056,81032.48773,70437.67501,151470.1627,458620.7684
pink,5,1991,108856.8959,46275.49483,68023.87168,114299.3665,223156.2624
pink,5,1992,64268.31779,30013.16833,18244.92879,48258.09712,112526.4149
pink,5,1993,73679.99579,26951.71454,25289.12104,52240.83557,125920.8314
pink,5,1994,101553.2888,29218.1551,37458.12355,66676.27865,168229.5674
pink,5,1995,189380.662,77787.13828,51676.24416,129463.3824,318844.0444
pink,5,1996,463010.8973,156923.6612,140003.7643,296927.4255,759938.3228
pink,5,1997,182444.8409,45991.00851,32927.6212,78918.62971,261363.4706
pink,5,1998,322544.2147,26334.63043,58888.0343,85222.66473,407766.8794
pink,5,1999,492851.0643,141348.0584,93791.88753,235139.9459,727991.0102
pink,5,2000,559822.2667,160477.6868,86933.4398,247411.1266,807233.3933
pink,5,2001,596869.8819,114052.4494,126793.7128,240846.1623,837716.0442
pink,5,2002,828609.1123,136663.0603,111693.3109,248356.3713,1076965.484
pink,5,2003,468084.6791,57269.22007,81756.87334,139026.0934,607110.7726
pink,5,2004,291557.0391,53828.67677,53947.5137,107776.1905,399333.2296
pink,5,2005,680084.9359,64938.06865,112094.7659,177032.8345,857117.7705
pink,5,2006,83259.33761,21785.72413,5840.604117,27626.32824,110885.6659
pink,5,2007,331427.4616,57079.472,59036.31644,116115.7884,447543.25
pink,5,2008,86308.64448,9679.013114,9912.619692,19591.63281,105900.2773
pink,5,2009,425782.5377,23509.53272,63847.75608,87357.2888,513139.8265
pink,5,2010,136681.3519,1951.124523,18383.91917,20335.04369,157016.3956
pink,5,2011,86533.74968,6877.083643,7167.005096,14044.08874,100577.8384
pink,5,2012,189445.9671,12393.98895,29903.63818,42297.62713,231743.5943
pink,5,2013,467217.6837,18708.36005,69119.99985,87828.3599,555046.0436
pink,5,2014,707135.6328,69917.80352,131299.0945,201216.898,908352.5308
pink,5,2015,59428.77398,3902.872067,8146.905355,12049.77742,71478.55141
pink,5,2016,40710.18282,2725.17606,6050.135591,8775.311652,49485.49447
pink,5,2017,,,,,
pink,6,1954,230274.7776,580324,0,580324,810598.7776
pink,6,1955,184351.7307,374969,0,374969,559320.7307
pink,6,1956,614321.4834,1732203,0,1732203,2346524.483
pink,6,1957,73479.38012,175874,0,175874,249353.3801
pink,6,1958,446503.7504,1079140,0,1079140,1525643.75
pink,6,1959,408783.1404,142607,0,142607,551390.1404
pink,6,1960,731308.9812,802709,0,802709,1534017.981
pink,6,1961,1290845.386,1068583,0,1068583,2359428.386
pink,6,1962,4612164.387,3913899,0,3913899,8526063.387
pink,6,1963,3032036.515,1536856,0,1536856,4568892.515
pink,6,1964,2036581.853,1603472,0,1603472,3640053.853
pink,6,1965,839555.6593,1260731,0,1260731,2100286.659
pink,6,1966,1746114.293,3540483,0,3540483,5286597.293
pink,6,1967,153737.8847,106483,0,106483,260220.8847
pink,6,1968,1675627.872,3406279,0,3406279,5081906.872
pink,6,1969,187870.9483,35555,0,35555,223425.9483
pink,6,1970,875671.9122,3236778,0,3236778,4112449.912
pink,6,1971,630101.5774,242311,0,242311,872412.5774
pink,6,1972,1348291.036,5612398,0,5612398,6960689.036
pink,6,1973,411333.5558,417523,0,417523,828856.5558
pink,6,1974,496352.1524,572949,0,572949,1069301.152
pink,6,1975,554539.1894,41082,0,41082,595621.1894
pink,6,1976,1421462.362,498436,0,498436,1919898.362
pink,6,1977,229014.591,409993,0,409993,639007.591
pink,6,1978,1256463.362,2746718,0,2746718,4003181.362
pink,6,1979,832107.7393,732468,0,732468,1564575.739
pink,6,1980,1232456.595,2897980,0,2897980,4130436.595
pink,6,1981,605077.5996,1274790,0,1274790,1879867.6
pink,6,1982,642582.2159,585836,0,585836,1228418.216
pink,6,1983,811171.2849,3587990,0,3587990,4399161.285
pink,6,1984,1163581.928,616969,0,616969,1780550.928
pink,6,1985,1686392.141,1522252,0,1522252,3208644.141
pink,6,1986,2414719.093,4653859,0,4653859,7068578.093
pink,6,1987,983960.9712,943233,0,943233,1927193.971
pink,6,1988,2469041.297,7942444,0,7942444,10411485.3
pink,6,1989,920217.2669,54352,0,54352,974569.2669
pink,6,1990,1225483.23,1943105,0,1943105,3168588.23
pink,6,1991,840712.5313,535835,0,535835,1376547.531
pink,6,1992,819403.6385,566419,0,566419,1385822.638
pink,6,1993,414569.527,10505,0,10505,425074.527
pink,6,1994,385505.2898,117840,0,117840,503345.2898
pink,6,1995,999597.942,35947,0,35947,1035544.942
pink,6,1996,1593916.895,499527,0,499527,2093443.895
pink,6,1997,496277.9461,133444,0,133444,629721.9461
pink,6,1998,941765.1204,577948,0,577948,1519713.12
pink,6,1999,1102483.881,23112,0,23112,1125595.881
pink,6,2000,2951338.625,1550715,0,1550715,4502053.625
pink,6,2001,2619680.675,1661950,0,1661950,4281630.675
pink,6,2002,990480.7075,515049,0,515049,1505529.708
pink,6,2003,2928780.304,4420809,0,4420809,7349589.304
pink,6,2004,1187005.574,66882,0,66882,1253887.574
pink,6,2005,2495434.476,4592214,0,4592214,7087648.476
pink,6,2006,479669.5566,10180,0,10180,489849.5566
pink,6,2007,2406952.385,1773744,0,1773744,4180696.385
pink,6,2008,317585.0534,1659,0,1659,319244.0534
pink,6,2009,4258776.39,6655868,0,6655868,10914644.39
pink,6,2010,457567.6334,21799,0,21799,479366.6334
pink,6,2011,890483.3263,714650,0,714650,1605133.326
pink,6,2012,1468755.23,2014,0,2014,1470769.23
pink,6,2013,4813197.436,6296341,0,6296341,11109538.44
pink,6,2014,3022131.319,1117211,0,1117211,4139342.319
pink,6,2015,213185.1741,11475,0,11475,224660.1741
pink,6,2016,1927380.472,607512,0,607512,2534892.472
pink,6,2017,,,,,
pink,7,1954,455479.582,319313,0,319313,774792.582
pink,7,1955,423069.6679,440122,0,440122,863191.6679
pink,7,1956,454314.2643,953089,0,953089,1407403.264
pink,7,1957,635169.6087,288457,0,288457,923626.6087
pink,7,1958,120334.8988,142488,0,142488,262822.8988
pink,7,1959,293960.0165,76686,0,76686,370646.0165
pink,7,1960,178555.4443,196352,0,196352,374907.4443
pink,7,1961,489158.0271,582190,0,582190,1071348.027
pink,7,1962,454411.0287,1275652,0,1275652,1730063.029
pink,7,1963,406156.1491,404796,0,404796,810952.1491
pink,7,1964,506752.9811,695873,0,695873,1202625.981
pink,7,1965,172135.8497,615574,0,615574,787709.8497
pink,7,1966,754100.9127,1367216,0,1367216,2121316.913
pink,7,1967,242662.6446,71972,0,71972,314634.6446
pink,7,1968,748192.6236,875915,0,875915,1624107.624
pink,7,1969,356944.5133,45456,0,45456,402400.5133
pink,7,1970,413762.6829,906141,0,906141,1319903.683
pink,7,1971,639300.3082,286463,0,286463,925763.3082
pink,7,1972,397273.2142,1373454,0,1373454,1770727.214
pink,7,1973,307069.412,394684,0,394684,701753.412
pink,7,1974,211058.294,526145,0,526145,737203.294
pink,7,1975,158100.7939,188258,0,188258,346358.7939
pink,7,1976,319113.8555,500088,0,500088,819201.8555
pink,7,1977,397682.5338,320348,0,320348,718030.5338
pink,7,1978,335464.7136,352157,0,352157,687621.7136
pink,7,1979,725254.0987,607250,0,607250,1332504.099
pink,7,1980,306581.4923,467678,0,467678,774259.4923
pink,7,1981,441302.2526,980709,0,980709,1422011.253
pink,7,1982,229588.9895,177917,0,177917,407505.9895
pink,7,1983,413707.9107,82322,0,82322,496029.9107
pink,7,1984,254565.6709,131544,0,131544,386109.6709
pink,7,1985,493870.6456,918449,0,918449,1412319.646
pink,7,1986,288735.7848,716912,0,716912,1005647.785
pink,7,1987,129767.1286,227968,0,227968,357735.1286
pink,7,1988,411978.9124,421007,0,421007,832985.9124
pink,7,1989,456877.3324,38174,0,38174,495051.3324
pink,7,1990,563143.5519,383364,0,383364,946507.5519
pink,7,1991,362739.9614,157687,0,157687,520426.9614
pink,7,1992,403918.168,64949,0,64949,468867.168
pink,7,1993,412214.3516,19319,0,19319,431533.3516
pink,7,1994,376761.357,12157,0,12157,388918.357
pink,7,1995,261141.51,38235,0,38235,299376.51
pink,7,1996,401240.6531,20329,0,20329,421569.6531
pink,7,1997,317184.6084,26745,0,26745,343929.6084
pink,7,1998,287592.104,7014,0,7014,294606.104
pink,7,1999,279601.3248,50669,0,50669,330270.3248
pink,7,2000,335295.589,2425,0,2425,337720.589
pink,7,2001,804531.081,244684,0,244684,1049215.081
pink,7,2002,605092.5616,95436,0,95436,700528.5616
pink,7,2003,647394.9502,70717,0,70717,718111.9502
pink,7,2004,419914.0716,121931,0,121931,541845.0716
pink,7,2005,394440.026,27773,0,27773,422213.026
pink,7,2006,68863.62631,6322,0,6322,75185.62631
pink,7,2007,437072.1372,6669,0,6669,443741.1372
pink,7,2008,110988.1071,9,0,9,110997.1071
pink,7,2009,865463.4666,3203,0,3203,868666.4666
pink,7,2010,104972.1908,0,0,0,104972.1908
pink,7,2011,439519.211,12516,0,12516,452035.211
pink,7,2012,332580.4733,22890,0,22890,355470.4733
pink,7,2013,696195.9593,32162,0,32162,728357.9593
pink,7,2014,408120.7382,84505,0,84505,492625.7382
pink,7,2015,147027.4981,40486,0,40486,187513.4981
pink,7,2016,141295.7323,15374,0,15374,156669.7323
pink,7,2017,,,,,
pink,8,1954,428712.6209,852392,0,852392,1281104.621
pink,8,1955,529447.8664,178325,0,178325,707772.8664
pink,8,1956,1209120.727,1033408,0,1033408,2242528.727
pink,8,1957,865202.0614,352016,0,352016,1217218.061
pink,8,1958,459907.5717,804029,0,804029,1263936.572
pink,8,1959,806575.2546,440350,0,440350,1246925.255
pink,8,1960,2388333.706,1489191,0,1489191,3877524.706
pink,8,1961,1895014.012,1751504,0,1751504,3646518.012
pink,8,1962,5874701.718,12191595,0,12191595,18066296.72
pink,8,1963,1160946.309,2025211,0,2025211,3186157.309
pink,8,1964,1162779.079,2852077,0,2852077,4014856.079
pink,8,1965,343153.4811,587907,0,587907,931060.4811
pink,8,1966,1405426.611,2149832,0,2149832,3555258.611
pink,8,1967,101697.4215,43612,0,43612,145309.4215
pink,8,1968,3116026.947,5452170,0,5452170,8568196.947
pink,8,1969,97912.77531,18869,0,18869,116781.7753
pink,8,1970,1059743.741,2052282,0,2052282,3112025.741
pink,8,1971,399850.187,41220,0,41220,441070.187
pink,8,1972,2022581.89,1104756,0,1104756,3127337.89
pink,8,1973,262235.9292,64468,0,64468,326703.9292
pink,8,1974,2158868.83,2874495,0,2874495,5033363.83
pink,8,1975,226145.4768,95783,0,95783,321928.4768
pink,8,1976,2088702.525,1945316,0,1945316,4034018.525
pink,8,1977,650119.8911,132851,0,132851,782970.8911
pink,8,1978,3547674.509,1781173,0,1781173,5328847.509
pink,8,1979,1706264.915,706860,0,706860,2413124.915
pink,8,1980,2369950.307,909408,0,909408,3279358.307
pink,8,1981,1080679.854,1658999,0,1658999,2739678.854
pink,8,1982,430564.6697,40462,0,40462,471026.6697
pink,8,1983,2160739.52,811378,0,811378,2972117.52
pink,8,1984,1902675.827,174604,0,174604,2077279.827
pink,8,1985,4259615.156,1248817,0,1248817,5508432.156
pink,8,1986,6855915.294,3431948,0,3431948,10287863.29
pink,8,1987,580427.4131,412188,0,412188,992615.4131
pink,8,1988,4662996.376,8713572,0,8713572,13376568.38
pink,8,1989,792214.3065,161443,0,161443,953657.3065
pink,8,1990,4121071.221,3652546,0,3652546,7773617.221
pink,8,1991,3607292.744,115566,0,115566,3722858.744
pink,8,1992,6601603.227,2710927,0,2710927,9312530.227
pink,8,1993,1773579.592,257896,0,257896,2031475.592
pink,8,1994,689139.1746,562902,0,562902,1252041.175
pink,8,1995,956437.7125,237292,0,237292,1193729.712
pink,8,1996,3459856.391,396192,0,396192,3856048.391
pink,8,1997,2193945.424,426577,0,426577,2620522.424
pink,8,1998,1202137.77,520534,0,520534,1722671.77
pink,8,1999,1417027.419,127165,0,127165,1544192.419
pink,8,2000,2504360.138,67014,0,67014,2571374.138
pink,8,2001,3654861.479,804212,0,804212,4459073.479
pink,8,2002,3122565.698,1033272,0,1033272,4155837.698
pink,8,2003,1698120,617837,0,617837,2315957
pink,8,2004,1150510.789,328438,0,328438,1478948.789
pink,8,2005,1594421.528,607258,0,607258,2201679.528
pink,8,2006,422239.1022,58138,0,58138,480377.1022
pink,8,2007,1222452.168,218230,0,218230,1440682.168
pink,8,2008,635631.5878,6026,0,6026,641657.5878
pink,8,2009,1962182.852,126860,0,126860,2089042.852
pink,8,2010,322695.4235,1362,0,1362,324057.4235
pink,8,2011,765022.6869,3234,0,3234,768256.6869
pink,8,2012,1199945.141,18441,0,18441,1218386.141
pink,8,2013,1607156.425,489702,0,489702,2096858.425
pink,8,2014,132304.1764,41497,0,41497,173801.1764
pink,8,2015,2219593.006,707604,0,707604,2927197.006
pink,8,2016,282666.9787,110099,0,110099,392765.9787
pink,8,2017,,,,,
pink,9,1954,13699.88302,41794,0,41794,55493.88302
pink,9,1955,12043.60626,103496,0,103496,115539.6063
pink,9,1956,130821.2064,94153,0,94153,224974.2064
pink,9,1957,11729.57441,50186,0,50186,61915.57441
pink,9,1958,52226.99515,148577,0,148577,200803.9951
pink,9,1959,41760.15835,39267,0,39267,81027.15835
pink,9,1960,9618.121574,108216,0,108216,117834.1216
pink,9,1961,31921.10115,127343,0,127343,159264.1011
pink,9,1962,193994.3082,658184,0,658184,852178.3082
pink,9,1963,25984.29258,35432,0,35432,61416.29258
pink,9,1964,103978.0852,209622,0,209622,313600.0852
pink,9,1965,32216.58847,30240,0,30240,62456.58847
pink,9,1966,186432.6247,258576,0,258576,445008.6247
pink,9,1967,1739.312221,33750,0,33750,35489.31222
pink,9,1968,174200.8948,1665850,0,1665850,1840050.895
pink,9,1969,178.994722,23507,0,23507,23685.99472
pink,9,1970,234783.8184,197276,0,197276,432059.8184
pink,9,1971,53024.91276,25610,0,25610,78634.91276
pink,9,1972,783915.0375,826855,0,826855,1610770.038
pink,9,1973,35985.60867,93175,0,93175,129160.6087
pink,9,1974,317496.5086,505041,0,505041,822537.5086
pink,9,1975,149151.7116,27834,0,27834,176985.7116
pink,9,1976,394337.1477,653963,0,653963,1048300.148
pink,9,1977,32504.61168,229406,0,229406,261910.6117
pink,9,1978,165551.3317,390449,0,390449,556000.3317
pink,9,1979,81746.61118,29434,0,29434,111180.6112
pink,9,1980,281909.8083,22698,0,22698,304607.8083
pink,9,1981,169463.1104,123146,0,123146,292609.1104
pink,9,1982,225816.8005,2830,0,2830,228646.8005
pink,9,1983,131417.5005,20540,0,20540,151957.5005
pink,9,1984,201004.269,82732,0,82732,283736.269
pink,9,1985,366161.3636,124539,0,124539,490700.3636
pink,9,1986,451939.1326,153366,0,153366,605305.1326
pink,9,1987,175364.058,113771,0,113771,289135.058
pink,9,1988,521367.1457,224596,0,224596,745963.1457
pink,9,1989,49931.09504,5213,0,5213,55144.09504
pink,9,1990,426431.6797,177180,0,177180,603611.6797
pink,9,1991,7438.669415,2054,0,2054,9492.669415
pink,9,1992,274099.182,199254,0,199254,473353.182
pink,9,1993,15203.74696,2488,0,2488,17691.74696
pink,9,1994,125304.2033,19840,0,19840,145144.2033
pink,9,1995,25423.81013,4263,0,4263,29686.81013
pink,9,1996,547888.8561,0,0,0,547888.8561
pink,9,1997,261727.7795,0,0,0,261727.7795
pink,9,1998,261092.6989,0,0,0,261092.6989
pink,9,1999,158651.529,0,0,0,158651.529
pink,9,2000,476673.609,0,0,0,476673.609
pink,9,2001,1906746.427,0,0,0,1906746.427
pink,9,2002,1302082.423,0,0,0,1302082.423
pink,9,2003,985285.9672,0,0,0,985285.9672
pink,9,2004,237999.6693,0,0,0,237999.6693
pink,9,2005,922866.0863,0,0,0,922866.0863
pink,9,2006,74648.86569,0,0,0,74648.86569
pink,9,2007,584080.3159,0,0,0,584080.3159
pink,9,2008,34484.30151,0,0,0,34484.30151
pink,9,2009,576238.2164,0,0,0,576238.2164
pink,9,2010,15013.51269,0,0,0,15013.51269
pink,9,2011,250749.7551,0,0,0,250749.7551
pink,9,2012,27528.51769,0,0,0,27528.51769
pink,9,2013,341074.2436,0,0,0,341074.2436
pink,9,2014,137805.4154,0,0,0,137805.4154
pink,9,2015,,,,,
pink,9,2016,15636.7813,,,,
pink,9,2017,,,,,
pink,10,1954,7793.058625,9489,0,9489,17282.05862
pink,10,1955,34998.37195,22981,0,22981,57979.37195
pink,10,1956,54551.41037,25254,0,25254,79805.41037
pink,10,1957,11666.12398,12029,0,12029,23695.12398
pink,10,1958,5455.141037,54862,0,54862,60317.14104
pink,10,1959,23332.24796,12237,0,12237,35569.24796
pink,10,1960,5455.141037,29659,0,29659,35114.14104
pink,10,1961,11666.12398,39609,0,39609,51275.12398
pink,10,1962,54551.41037,144281,0,144281,198832.4104
pink,10,1963,11666.12398,6158,0,6158,17824.12398
pink,10,1964,2337.917587,61054,0,61054,63391.91759
pink,10,1965,11666.12398,28261,0,28261,39927.12398
pink,10,1966,11689.58794,44460,0,44460,56149.58794
pink,10,1967,5444.191192,172657,0,172657,178101.1912
pink,10,1968,23379.17587,167009,0,167009,190388.1759
pink,10,1969,622.1932791,6211,0,6211,6833.193279
pink,10,1970,23379.17587,65527,0,65527,88906.17587
pink,10,1971,6221.932791,3607,0,3607,9828.932791
pink,10,1972,3896.529312,14914,0,14914,18810.52931
pink,10,1973,7777.415988,9062,0,9062,16839.41599
pink,10,1974,14027.50552,32436,0,32436,46463.50552
pink,10,1975,1244.386558,3140,0,3140,4384.386558
pink,10,1976,34289.45795,46372,0,46372,80661.45795
pink,10,1977,31109.66395,23069,0,23069,54178.66395
pink,10,1978,28055.01105,18361,0,18361,46416.01105
pink,10,1979,46664.49593,13455,0,13455,60119.49593
pink,10,1980,3117.22345,2299,0,2299,5416.22345
pink,10,1981,101106.4078,52312,0,52312,153418.4078
pink,10,1982,14027.50552,4097,0,4097,18124.50552
pink,10,1983,69996.74389,17986,0,17986,87982.74389
pink,10,1984,5455.141037,4691,0,4691,10146.14104
pink,10,1985,54441.91192,26129,0,26129,80570.91192
pink,10,1986,41303.21071,39241,0,39241,80544.21071
pink,10,1987,27998.69756,22519,0,22519,50517.69756
pink,10,1988,28055.01105,62897,0,62897,90952.01105
pink,10,1989,38887.07994,10128,0,10128,49015.07994
pink,10,1990,62344.469,161433,0,161433,223777.469
pink,10,1991,23332.24796,10885,0,10885,34217.24796
pink,10,1992,3117.22345,74195,0,74195,77312.22345
pink,10,1993,15554.83198,12865,0,12865,28419.83198
pink,10,1994,3117.22345,11154,0,11154,14271.22345
pink,10,1995,40442.56314,1630,0,1630,42072.56314
pink,10,1996,9819.253867,513,0,513,10332.25387
pink,10,1997,2177.676477,0,0,0,2177.676477
pink,10,1998,935.167035,0,0,0,935.167035
pink,10,1999,,,,,
pink,10,2000,28704.95214,0,0,0,28704.95214
pink,10,2001,,,,,
pink,10,2002,155861.1725,0,0,0,155861.1725
pink,10,2003,77774.15988,0,0,0,77774.15988
pink,10,2004,,,,,
pink,10,2005,7824.080484,0,0,0,7824.080484
pink,10,2006,545.5141037,0,0,0,545.5141037
pink,10,2007,7777.415988,0,0,0,7777.415988
pink,10,2008,978.8081633,0,0,0,978.8081633
pink,10,2009,14777.09038,0,0,0,14777.09038
pink,10,2010,,,,,
pink,10,2011,,,,,
pink,10,2012,,,,,
pink,10,2013,,,,,
pink,10,2014,,,,,
pink,10,2015,,,,,
pink,10,2016,,,,,
pink,10,2017,,,,,
sockeye,1,1954,30682.11175,7670.527937,0,7670.527937,38352.63969
sockeye,1,1955,,,,,
sockeye,1,1956,13039.50714,3259.876784,0,3259.876784,16299.38392
sockeye,1,1957,5988.761017,1497.190254,0,1497.190254,7485.951271
sockeye,1,1958,92197.88902,23049.47226,0,23049.47226,115247.3613
sockeye,1,1959,26553.94036,6638.485089,0,6638.485089,33192.42545
sockeye,1,1960,27182.27977,6795.569942,0,6795.569942,33977.84971
sockeye,1,1961,25762.97192,6440.74298,0,6440.74298,32203.7149
sockeye,1,1962,71187.15926,17796.78981,0,17796.78981,88983.94907
sockeye,1,1963,26553.94036,6638.485089,0,6638.485089,33192.42545
sockeye,1,1964,54237.83562,13559.45891,0,13559.45891,67797.29453
sockeye,1,1965,21243.15229,5310.788072,0,5310.788072,26553.94036
sockeye,1,1966,10508.58065,2627.145163,0,2627.145163,13135.72582
sockeye,1,1967,18305.26952,4576.317381,0,4576.317381,22881.5869
sockeye,1,1968,42712.29555,10678.07389,0,10678.07389,53390.36944
sockeye,1,1969,84746.61816,21186.65454,0,21186.65454,105933.2727
sockeye,1,1970,61628.29567,15407.07392,0,15407.07392,77035.36959
sockeye,1,1971,38293.30993,9573.327483,0,9573.327483,47866.63741
sockeye,1,1972,37288.51199,9322.127998,0,9322.127998,46610.63999
sockeye,1,1973,76836.9338,19209.23345,0,19209.23345,96046.16725
sockeye,1,1974,82486.70835,20621.67709,0,20621.67709,103108.3854
sockeye,1,1975,30508.78254,7627.195635,0,7627.195635,38135.97817
sockeye,1,1976,87684.50093,21921.12523,0,21921.12523,109605.6262
sockeye,1,1977,76836.9338,19209.23345,0,19209.23345,96046.16725
sockeye,1,1978,40678.37672,10169.59418,0,10169.59418,50847.9709
sockeye,1,1979,39548.42181,9887.105452,0,9887.105452,49435.52726
sockeye,1,1980,71639.14122,17909.78531,0,17909.78531,89548.92653
sockeye,1,1981,48588.06108,12147.01527,0,12147.01527,60735.07635
sockeye,1,1982,61017.56508,15254.39127,0,15254.39127,76271.95635
sockeye,1,1983,40678.37672,10169.59418,0,10169.59418,50847.9709
sockeye,1,1984,38418.4669,9604.616725,0,9604.616725,48023.08363
sockeye,1,1985,84068.64522,21017.1613,0,21017.1613,105085.8065
sockeye,1,1986,27118.91781,6779.729453,0,6779.729453,33898.64727
sockeye,1,1987,17401.3056,4350.326399,0,4350.326399,21751.632
sockeye,1,1988,46667.13773,11666.78443,0,11666.78443,58333.92217
sockeye,1,1989,26953.8273,6738.456825,0,6738.456825,33692.28413
sockeye,1,1990,942.0764204,235.5191051,0,235.5191051,1177.595526
sockeye,1,1991,9378.625743,2344.656436,0,2344.656436,11723.28218
sockeye,1,1992,26892.92683,6723.231708,0,6723.231708,33616.15854
sockeye,1,1993,4766.997272,1191.749318,0,1191.749318,5958.74659
sockeye,1,1994,19661.21541,4915.303853,0,4915.303853,24576.51927
sockeye,1,1995,15819.36872,3954.842181,0,3954.842181,19774.2109
sockeye,1,1996,42938.28654,10734.57163,0,10734.57163,53672.85817
sockeye,1,1997,35811.66348,8952.915869,0,8952.915869,44764.57935
sockeye,1,1998,31638.73745,7909.684362,0,7909.684362,39548.42181
sockeye,1,1999,35028.60217,8757.150543,0,8757.150543,43785.75272
sockeye,1,2000,42938.28654,10734.57163,0,10734.57163,53672.85817
sockeye,1,2001,8813.648289,2203.412072,0,2203.412072,11017.06036
sockeye,1,2002,21808.12974,5452.032435,0,5452.032435,27260.16218
sockeye,1,2003,16949.32363,4237.330908,0,4237.330908,21186.65454
sockeye,1,2004,22599.09818,5649.774544,0,5649.774544,28248.87272
sockeye,1,2005,14548.53123,3637.132807,0,3637.132807,18185.66403
sockeye,1,2006,56949.72741,14237.43185,0,14237.43185,71187.15926
sockeye,1,2007,20367.94372,5091.98593,0,5091.98593,25459.92965
sockeye,1,2008,20565.17934,5141.294835,0,5141.294835,25706.47418
sockeye,1,2009,21822.79684,5455.69921,0,5455.69921,27278.49605
sockeye,1,2010,40678.37672,10169.59418,0,10169.59418,50847.9709
sockeye,1,2011,29944.1349,7486.033725,0,7486.033725,37430.16863
sockeye,1,2012,42712.29555,10678.07389,0,10678.07389,53390.36944
sockeye,1,2013,20339.18836,5084.79709,0,5084.79709,25423.98545
sockeye,1,2014,44746.21439,11186.5536,0,11186.5536,55932.76799
sockeye,1,2015,32768.69236,8192.173089,0,8192.173089,40960.86545
sockeye,1,2016,30734.77352,7683.69338,0,7683.69338,38418.4669
sockeye,1,2017,,,,,
sockeye,2,1954,96616.99304,24154.24826,0,24154.24826,120771.2413
sockeye,2,1955,20703.64137,5175.910341,0,5175.910341,25879.55171
sockeye,2,1956,41407.28273,10351.82068,0,10351.82068,51759.10341
sockeye,2,1957,96616.99304,24154.24826,0,24154.24826,120771.2413
sockeye,2,1958,41407.28273,10351.82068,0,10351.82068,51759.10341
sockeye,2,1959,,,,,
sockeye,2,1960,41407.28273,10351.82068,0,10351.82068,51759.10341
sockeye,2,1961,41407.28273,10351.82068,0,10351.82068,51759.10341
sockeye,2,1962,96616.99304,24154.24826,0,24154.24826,120771.2413
sockeye,2,1963,82814.56546,20703.64137,0,20703.64137,103518.2068
sockeye,2,1964,41407.28273,10351.82068,0,10351.82068,51759.10341
sockeye,2,1965,55209.71031,13802.42758,0,13802.42758,69012.13788
sockeye,2,1966,69012.13788,17253.03447,0,17253.03447,86265.17236
sockeye,2,1967,54575.73681,13643.9342,0,13643.9342,68219.67101
sockeye,2,1968,85906.25238,21476.56309,0,21476.56309,107382.8155
sockeye,2,1969,77820.95804,19455.23951,0,19455.23951,97276.19755
sockeye,2,1970,47501.10426,11875.27606,0,11875.27606,59376.38032
sockeye,2,1971,55975.11467,13993.77867,0,13993.77867,69968.89334
sockeye,2,1972,8396.267201,2099.0668,0,2099.0668,10495.334
sockeye,2,1973,30319.85378,7579.963445,0,7579.963445,37899.81723
sockeye,2,1974,22390.04587,5597.511467,0,5597.511467,27987.55734
sockeye,2,1975,48978.22534,12244.55633,0,12244.55633,61222.78167
sockeye,2,1976,30786.31307,7696.578268,0,7696.578268,38482.89134
sockeye,2,1977,27987.55734,6996.889334,0,6996.889334,34984.44667
sockeye,2,1978,16792.5344,4198.1336,0,4198.1336,20990.668
sockeye,2,1979,13993.77867,3498.444667,0,3498.444667,17492.22334
sockeye,2,1980,11400.26502,2850.066255,0,2850.066255,14250.33128
sockeye,2,1981,6063.970756,1515.992689,0,1515.992689,7579.963445
sockeye,2,1982,3739.448633,934.8621583,0,934.8621583,4674.310791
sockeye,2,1983,18191.91227,4547.978067,0,4547.978067,22739.89034
sockeye,2,1984,22234.55944,5558.63986,0,5558.63986,27793.1993
sockeye,2,1985,38405.14812,9601.287031,0,9601.287031,48006.43515
