species,stat.area,year,escapement,cdn.harvest,noncdn.harvest,total.harvest,total.run
chum,7,2007,132107.4924,6651,0,6651,138758.4924
chum,7,2008,119999.2717,0,0,0,119999.2717
chum,7,2009,199772.1939,1802,0,1802,201574.1939
chum,7,2010,181585.5914,9200,0,9200,190785.5914
chum,7,2011,499276.5484,301274,0,301274,800550.5484
chum,7,2012,306686.1264,166029,0,166029,472715.1264
chum,7,2013,344644.3208,185941,0,185941,530585.3208
chum,7,2014,317812.894,201826,0,201826,519638.894
chum,7,2015,284729.0122,394909,0,394909,679638.0122
chum,7,2016,154118.775,62105,0,62105,216223.775
chum,7,2017,,,,,
chum,8,1954,329217.9996,189575,0,189575,518792.9996
chum,8,1955,100713.7195,132410,0,132410,233123.7195
chum,8,1956,358689.1765,240227,0,240227,598916.1765
chum,8,1957,200892.5566,262373,0,262373,463265.5566
chum,8,1958,350685.1694,301702,0,301702,652387.1694
chum,8,1959,144723.5891,72539,0,72539,217262.5891
chum,8,1960,164812.5346,139944,0,139944,304756.5346
chum,8,1961,170600.4853,171623,0,171623,342223.4853
chum,8,1962,222560.7204,347036,0,347036,569596.7204
chum,8,1963,438191.4908,318953,0,318953,757144.4908
chum,8,1964,377381.2431,347861,0,347861,725242.2431
chum,8,1965,24365.12414,49028,0,49028,73393.12414
chum,8,1966,237949.1904,199779,0,199779,437728.1904
chum,8,1967,150127.5441,90187,0,90187,240314.5441
chum,8,1968,470601.7523,282056,0,282056,752657.7523
chum,8,1969,153959.8819,98006,0,98006,251965.8819
chum,8,1970,438005.132,356960,0,356960,794965.132
chum,8,1971,130718.6808,60822,0,60822,191540.6808
chum,8,1972,407764.2431,233774,0,233774,641538.2431
chum,8,1973,496158.7089,251346,0,251346,747504.7089
chum,8,1974,253100.8802,198966,0,198966,452066.8802
chum,8,1975,150128.5554,134748,0,134748,284876.5554
chum,8,1976,232098.073,334007,0,334007,566105.073
chum,8,1977,223782.5774,79773,0,79773,303555.5774
chum,8,1978,57983.62689,139244,0,139244,197227.6269
chum,8,1979,173325.8247,210658,0,210658,383983.8247
chum,8,1980,209613.5486,343122,0,343122,552735.5486
chum,8,1981,136623.417,303752,0,303752,440375.417
chum,8,1982,194413.6095,182418,0,182418,376831.6095
chum,8,1983,266770.5189,331478,0,331478,598248.5189
chum,8,1984,214381.7767,70876,0,70876,285257.7767
chum,8,1985,387269.6953,536992,0,536992,924261.6953
chum,8,1986,489091.5701,1516253,0,1516253,2005344.57
chum,8,1987,245285.8258,521523,0,521523,766808.8258
chum,8,1988,361248.4444,846088,0,846088,1207336.444
chum,8,1989,219495.1229,237269,0,237269,456764.1229
chum,8,1990,506512.7581,688027,0,688027,1194539.758
chum,8,1991,150182.973,235164,0,235164,385346.973
chum,8,1992,198050.9458,155939,0,155939,353989.9458
chum,8,1993,234637.6215,186621,0,186621,421258.6215
chum,8,1994,420251.3711,494459,0,494459,914710.3711
chum,8,1995,372665.6186,711193,0,711193,1083858.619
chum,8,1996,390938.2544,275854,0,275854,666792.2544
chum,8,1997,342048.614,234657,0,234657,576705.614
chum,8,1998,578063.4663,641419,0,641419,1219482.466
chum,8,1999,327091.6105,179951,0,179951,507042.6105
chum,8,2000,300068.8213,47052,0,47052,347120.8213
chum,8,2001,332212.0344,304157,0,304157,636369.0344
chum,8,2002,423926.4228,385390,0,385390,809316.4228
chum,8,2003,729506.6658,689635,0,689635,1419141.666
chum,8,2004,550874.7939,886448,0,886448,1437322.794
chum,8,2005,277168.5913,272992,0,272992,550160.5913
chum,8,2006,333258.4674,357325,0,357325,690583.4674
chum,8,2007,275663.2778,251275,0,251275,526938.2778
chum,8,2008,97844.403,9764,0,9764,107608.403
chum,8,2009,126575.0234,42375,0,42375,168950.0234
chum,8,2010,56526.82474,3981,0,3981,60507.82474
chum,8,2011,408586.7776,33463,0,33463,442049.7776
chum,8,2012,240794.8978,160210,0,160210,401004.8978
chum,8,2013,381585.7354,361679,0,361679,743264.7354
chum,8,2014,89250.33987,27734,0,27734,116984.3399
chum,8,2015,457498.455,479914,0,479914,937412.455
chum,8,2016,527302.7597,413148,0,413148,940450.7597
chum,8,2017,,,,,
chum,9,1954,101500.9709,46945,0,46945,148445.9709
chum,9,1955,13040.05528,20907,0,20907,33947.05528
chum,9,1956,42057.11524,11112,0,11112,53169.11524
chum,9,1957,53960.67323,21129,0,21129,75089.67323
chum,9,1958,289009.0927,60077,0,60077,349086.0927
chum,9,1959,31023.19207,12206,0,12206,43229.19207
chum,9,1960,47781.64058,20532,0,20532,68313.64058
chum,9,1961,40139.54589,18221,0,18221,58360.54589
chum,9,1962,61136.75751,23002,0,23002,84138.75751
chum,9,1963,83024.31026,25102,0,25102,108126.3103
chum,9,1964,89330.89326,34094,0,34094,123424.8933
chum,9,1965,2712.903654,9187,0,9187,11899.90365
chum,9,1966,115744.3468,16889,0,16889,132633.3468
chum,9,1967,22970.72428,19509,0,19509,42479.72428
chum,9,1968,79314.53789,50669,0,50669,129983.5379
chum,9,1969,8144.583066,39209,0,39209,47353.58307
chum,9,1970,93500.36907,104646,0,104646,198146.3691
chum,9,1971,31702.60621,16740,0,16740,48442.60621
chum,9,1972,57063.83233,27570,0,27570,84633.83233
chum,9,1973,45169.26042,46750,0,46750,91919.26042
chum,9,1974,80100.15515,41956,0,41956,122056.1551
chum,9,1975,26490.84057,8440,0,8440,34930.84057
chum,9,1976,14195.38337,21077,0,21077,35272.38337
chum,9,1977,18639.84813,42472,0,42472,61111.84813
chum,9,1978,73417.04186,57840,0,57840,131257.0419
chum,9,1979,20201.07321,9562,0,9562,29763.07321
chum,9,1980,65892.32502,11001,0,11001,76893.32502
chum,9,1981,28983.26535,7371,0,7371,36354.26535
chum,9,1982,273270.7876,11683,0,11683,284953.7876
chum,9,1983,72361.90883,4965,0,4965,77326.90883
chum,9,1984,40726.76663,11753,0,11753,52479.76663
chum,9,1985,72728.19381,19917,0,19917,92645.19381
chum,9,1986,307780.6756,165420,0,165420,473200.6756
chum,9,1987,144376.2659,36818,0,36818,181194.2659
chum,9,1988,102899.593,41457,0,41457,144356.593
chum,9,1989,6995.588147,9981,0,9981,16976.58815
chum,9,1990,9502.164974,18886,0,18886,28388.16497
chum,9,1991,10085.65733,5961,0,5961,16046.65733
chum,9,1992,17905.47678,22058,0,22058,39963.47678
chum,9,1993,5584.080894,3500,0,3500,9084.080894
chum,9,1994,22400.541,11014,0,11014,33414.541
chum,9,1995,54435.7233,18818,0,18818,73253.7233
chum,9,1996,29084.5734,0,0,0,29084.5734
chum,9,1997,19445.76963,0,0,0,19445.76963
chum,9,1998,112484.4371,0,0,0,112484.4371
chum,9,1999,44921.51503,0,0,0,44921.51503
chum,9,2000,134114.1385,0,0,0,134114.1385
chum,9,2001,67577.49279,0,0,0,67577.49279
chum,9,2002,156274.1338,0,0,0,156274.1338
chum,9,2003,180746.0926,0,0,0,180746.0926
chum,9,2004,125213.4364,0,0,0,125213.4364
chum,9,2005,156475.3706,0,0,0,156475.3706
chum,9,2006,76091.29448,0,0,0,76091.29448
chum,9,2007,84804.19075,0,0,0,84804.19075
chum,9,2008,7963.705853,0,0,0,7963.705853
chum,9,2009,13321.42482,0,0,0,13321.42482
chum,9,2010,6164.51293,0,0,0,6164.51293
chum,9,2011,21261.11462,0,0,0,21261.11462
chum,9,2012,16620.9522,0,0,0,16620.9522
chum,9,2013,,,,,
chum,9,2014,18131.14149,0,0,0,18131.14149
chum,9,2015,,,,,
chum,9,2016,4265.836704,,,,
chum,9,2017,,,,,
chum,10,1954,30000.6492,23377,0,23377,53377.6492
chum,10,1955,7800.168793,27506,0,27506,35306.16879
chum,10,1956,21000.45444,13727,0,13727,34727.45444
chum,10,1957,18000.38952,29444,0,29444,47444.38952
chum,10,1958,73001.57973,12027,0,12027,85028.57973
chum,10,1959,22000.47608,10648,0,10648,32648.47608
chum,10,1960,31252.36156,24129,0,24129,55381.36156
chum,10,1961,14758.05962,13197,0,13197,27955.05962
chum,10,1962,31252.36156,21176,0,21176,52428.36156
chum,10,1963,28647.99809,22291,0,22291,50938.99809
chum,10,1964,27432.62848,34953,0,34953,62385.62848
chum,10,1965,5295.539042,9450,0,9450,14745.53904
chum,10,1966,1475.805962,8372,0,8372,9847.805962
chum,10,1967,52174.08138,16693,0,16693,68867.08138
chum,10,1968,12414.13251,50192,0,50192,62606.13251
chum,10,1969,6597.720773,26169,0,26169,32766.72077
chum,10,1970,17359.90584,50327,0,50327,67686.90584
chum,10,1971,19154.54177,8742,0,8742,27896.54177
chum,10,1972,90452.00281,33781,0,33781,124233.0028
chum,10,1973,125568.6627,43306,0,43306,168874.6627
chum,10,1974,53207.06047,13824,0,13824,67031.06047
chum,10,1975,15962.11814,5604,0,5604,21566.11814
chum,10,1976,15962.11814,3668,0,3668,19630.11814
chum,10,1977,89387.8616,13863,0,13863,103250.8616
chum,10,1978,70233.31983,38616,0,38616,108849.3198
chum,10,1979,7981.059071,5726,0,5726,13707.05907
chum,10,1980,95674.62535,20317,0,20317,115991.6253
chum,10,1981,113726.4415,11201,0,11201,124927.4415
chum,10,1982,113726.4415,20634,0,20634,134360.4415
chum,10,1983,68596.90119,5424,0,5424,74020.90119
chum,10,1984,19315.44323,4176,0,4176,23491.44323
chum,10,1985,40616.58623,22675,0,22675,63291.58623
chum,10,1986,116347.0141,35961,0,35961,152308.0141
chum,10,1987,56534.81669,15575,0,15575,72109.81669
chum,10,1988,57354.16186,9470,0,9470,66824.16186
chum,10,1989,31135.11644,8802,0,8802,39937.11644
chum,10,1990,68309.38688,5561,0,5561,73870.38688
chum,10,1991,44096.43519,18606,0,18606,62702.43519
chum,10,1992,19642.9575,18507,0,18507,38149.9575
chum,10,1993,25014.70506,12767,0,12767,37781.70506
chum,10,1994,25335.4064,20685,0,20685,46020.4064
chum,10,1995,64942.02274,8323,0,8323,73265.02274
chum,10,1996,36559.95354,1310,0,1310,37869.95354
chum,10,1997,7647.590909,0,0,0,7647.590909
chum,10,1998,7207.762771,0,0,0,7207.762771
chum,10,1999,14110.85926,0,0,0,14110.85926
chum,10,2000,13770.52048,0,0,0,13770.52048
chum,10,2001,59783.68503,0,0,0,59783.68503
chum,10,2002,81452.86138,0,0,0,81452.86138
chum,10,2003,82663.03667,0,0,0,82663.03667
chum,10,2004,85470.46055,0,0,0,85470.46055
chum,10,2005,22927.29508,0,0,0,22927.29508
chum,10,2006,42106.14242,0,0,0,42106.14242
chum,10,2007,18127.41742,0,0,0,18127.41742
chum,10,2008,14150.97607,0,0,0,14150.97607
chum,10,2009,24870.40885,0,0,0,24870.40885
chum,10,2010,4993.423337,0,0,0,4993.423337
chum,10,2011,10284.36941,0,0,0,10284.36941
chum,10,2012,7803.164557,0,0,0,7803.164557
chum,10,2013,31212.65823,0,0,0,31212.65823
chum,10,2014,8583.481013,0,0,0,8583.481013
chum,10,2015,,,,,
chum,10,2016,5642.084746,15,0,15,5657.084746
chum,10,2017,,,,,
pink,1,1954,680032.6165,150441,0,150441,830473.6165
pink,1,1955,0,0,0,0,0
pink,1,1956,724076.1798,146858,0,146858,870934.1798
pink,1,1957,0,0,0,0,0
pink,1,1958,643036.0234,550692,0,550692,1193728.023
pink,1,1959,0,0,0,0,0
pink,1,1960,126965.5205,40111,0,40111,167076.5205
pink,1,1961,0,0,0,0,0
pink,1,1962,219796.4075,119441,0,119441,339237.4075
pink,1,1963,0,0,0,0,0
pink,1,1964,640373.0356,230047,0,230047,870420.0356
pink,1,1965,0,0,0,0,0
pink,1,1966,1672758.268,1287028,0,1287028,2959786.268
pink,1,1967,0,0,0,0,0
pink,1,1968,2040700.251,828452,0,828452,2869152.251
pink,1,1969,0,0,0,0,0
pink,1,1970,629829.9467,257642,0,257642,887471.9467
pink,1,1971,0,0,0,0,0
pink,1,1972,521552.095,191764,0,191764,713316.095
pink,1,1973,0,0,0,0,0
pink,1,1974,295904.3582,76813,0,76813,372717.3582
pink,1,1975,0,0,0,0,0
pink,1,1976,430631.7615,5344,0,5344,435975.7615
pink,1,1977,0,0,0,0,0
pink,1,1978,333925.5886,17847,0,17847,351772.5886
pink,1,1979,0,0,0,0,0
pink,1,1980,429221.8507,106114,0,106114,535335.8507
pink,1,1981,0,0,0,0,0
pink,1,1982,545373.2835,18097,0,18097,563470.2835
pink,1,1983,0,0,0,0,0
pink,1,1984,1848423.131,680991,0,680991,2529414.131
pink,1,1985,0,0,0,0,0
pink,1,1986,1241512.665,866732,0,866732,2108244.665
pink,1,1987,0,0,0,0,0
pink,1,1988,847674.6944,185341,0,185341,1033015.694
pink,1,1989,0,0,0,0,0
pink,1,1990,2113318.679,1369824,0,1369824,3483142.679
pink,1,1991,0,0,0,0,0
pink,1,1992,1483057.392,445283,0,445283,1928340.392
pink,1,1993,0,0,0,0,0
pink,1,1994,961015.0934,77115,0,77115,1038130.093
pink,1,1995,0,0,0,0,0
pink,1,1996,4417163.744,508727,0,508727,4925890.744
pink,1,1997,0,0,0,0,0
pink,1,1998,1132488.841,69165,0,69165,1201653.841
pink,1,1999,0,0,0,0,0
pink,1,2000,736793.1117,561,0,561,737354.1117
pink,1,2001,0,0,0,0,0
pink,1,2002,1504018.982,0,0,0,1504018.982
pink,1,2003,0,0,0,0,0
pink,1,2004,305668.8592,0,0,0,305668.8592
pink,1,2005,0,0,0,0,0
pink,1,2006,375913.5663,73,0,73,375986.5663
pink,1,2007,0,0,0,0,0
pink,1,2008,916824.3915,0,0,0,916824.3915
pink,1,2009,0,0,0,0,0
pink,1,2010,1836996.466,188000,0,188000,2024996.466
pink,1,2011,0,0,0,0,0
pink,1,2012,281390.6108,0,0,0,281390.6108
pink,1,2013,0,0,0,0,0
pink,1,2014,,,,,
pink,1,2015,0,0,0,0,0
pink,1,2016,414317.6471,,,,
pink,1,2017,0,0,0,0,0
pink,2,1954,1352714.824,1353913,0,1353913,2706627.824
pink,2,1955,38357.13255,25600,0,25600,63957.13255
pink,2,1956,738706.1845,237849,0,237849,976555.1845
pink,2,1957,72724.23763,127579,0,127579,200303.2376
pink,2,1958,822129.3379,610938,0,610938,1433067.338
pink,2,1959,233086.9644,4728,0,4728,237814.9644
pink,2,1960,791428.3045,360812,0,360812,1152240.305
pink,2,1961,59548.7685,16252,0,16252,75800.7685
pink,2,1962,1359688.826,843665,0,843665,2203353.826
pink,2,1963,132518.1289,4,0,4,132522.1289
pink,2,1964,346954.4171,39054,0,39054,386008.4171
pink,2,1965,55039.2773,216,0,216,55255.2773
pink,2,1966,1193129.545,474173,0,474173,1667302.545
pink,2,1967,124130.9055,3360,0,3360,127490.9055
pink,2,1968,1472224.542,702851,0,702851,2175075.542
pink,2,1969,270941.7736,25732,0,25732,296673.7736
pink,2,1970,1748080.523,894110,0,894110,2642190.523
pink,2,1971,51864.77613,740,0,740,52604.77613
pink,2,1972,1728024.95,1018499,0,1018499,2746523.95
pink,2,1973,70219.50886,391,0,391,70610.50886
pink,2,1974,804232.656,432766,0,432766,1236998.656
pink,2,1975,31413.42313,5664,0,5664,37077.42313
pink,2,1976,884434.7906,1630555,0,1630555,2514989.791
pink,2,1977,13708.05606,2934,0,2934,16642.05606
pink,2,1978,1000123.367,470540,0,470540,1470663.367
pink,2,1979,34061.70206,0,0,0,34061.70206
pink,2,1980,666511.5099,81991,0,81991,748502.5099
pink,2,1981,10704.94849,184,0,184,10888.94849
pink,2,1982,417525.43,15768,0,15768,433293.43
pink,2,1983,21124.83213,0,0,0,21124.83213
pink,2,1984,404687.8543,164006,0,164006,568693.8543
pink,2,1985,28719.6693,9381,0,9381,38100.6693
pink,2,1986,1493186.421,454110,0,454110,1947296.421
pink,2,1987,61256.60118,234,0,234,61490.60118
pink,2,1988,1152919.91,207058,0,207058,1359977.91
pink,2,1989,39119.30179,2713,0,2713,41832.30179
pink,2,1990,1619144.711,614803,0,614803,2233947.711
pink,2,1991,30243.78981,136,0,136,30379.78981
pink,2,1992,1162433.113,141284,0,141284,1303717.113
pink,2,1993,34231.50275,205,0,205,34436.50275
pink,2,1994,908629.045,125568,0,125568,1034197.045
pink,2,1995,8853.780399,36,0,36,8889.780399
pink,2,1996,1169274.218,20635,0,20635,1189909.218
pink,2,1997,8059.63579,244,0,244,8303.63579
pink,2,1998,1181539.231,626441,0,626441,1807980.231
pink,2,1999,8278.717303,0,0,0,8278.717303
pink,2,2000,936106.112,518646,0,518646,1454752.112
pink,2,2001,10358.28209,0,0,0,10358.28209
pink,2,2002,1011788.211,42344,0,42344,1054132.211
pink,2,2003,8917.177666,0,0,0,8917.177666
pink,2,2004,437946.6153,27563,0,27563,465509.6153
pink,2,2005,166214.4426,0,0,0,166214.4426
pink,2,2006,320910.7958,35086,0,35086,355996.7958
pink,2,2007,56318.28897,0,0,0,56318.28897
pink,2,2008,552159.9304,0,0,0,552159.9304
pink,2,2009,48092.16907,0,0,0,48092.16907
pink,2,2010,2091717.662,265004,0,265004,2356721.662
pink,2,2011,108036.1108,0,0,0,108036.1108
pink,2,2012,1929021.524,219000,0,219000,2148021.524
pink,2,2013,58274.72232,0,0,0,58274.72232
pink,2,2014,1672118.428,0,0,0,1672118.428
pink,2,2015,54205.25847,,,,
pink,2,2016,266311.033,,,,
pink,2,2017,,,,,
pink,3,1954,132663.8367,62474.50379,44424.92452,106899.4283,239563.265
pink,3,1955,62244.79181,28193.69453,20589.10063,48782.79516,111027.587
pink,3,1956,221660.1493,234857.5615,103930.1902,338787.7518,560447.901
pink,3,1957,44994.12125,32311.49265,17599.28907,49910.78172,94904.90297
pink,3,1958,148720.6508,79299.67224,51910.79115,131210.4634,279931.1142
pink,3,1959,290461.6859,125337.7636,94660.32722,219998.0908,510459.7768
pink,3,1960,117558.9696,43954.58207,36769.95164,80724.53371,198283.5033
pink,3,1961,398401.2713,144921.62,123692.1375,268613.7575,667015.0288
pink,3,1962,498660.7351,85570.88549,133005.3622,218576.2477,717236.9828
pink,3,1963,323725.9223,15487.27898,77224.80794,92712.08692,416438.0092
pink,3,1964,560873.4402,126320.8028,156445.6903,282766.4931,843639.9333
pink,3,1965,414443.8967,195089.1476,138765.4493,333854.5969,748298.4937
pink,3,1966,623372.891,177697.878,182370.6626,360068.5405,983441.4315
pink,3,1967,90507.23333,78067.34148,38377.4544,116444.7959,206952.0292
pink,3,1968,448360.8753,198517.8377,147267.5125,345785.3502,794146.2255
pink,3,1969,79841.39775,31816.92716,25419.97972,57236.90688,137078.3046
pink,3,1970,491158.0158,140867.6781,143886.0948,284753.7729,775911.7887
pink,3,1971,248962.4352,63549.57595,71146.05194,134695.6279,383658.0631
pink,3,1972,535164.4932,152166.2865,156476.774,308643.0606,843807.5537
pink,3,1973,135124.5805,23701.58724,36158.14553,59859.73277,194984.3133
pink,3,1974,188245.4501,73461.31618,59579.80021,133041.1164,321286.5665
pink,3,1975,263638.3082,36664.62315,68366.54972,105031.1729,368669.481
pink,3,1976,323801.0348,31755.54862,80945.5197,112701.0683,436502.1031
pink,3,1977,321595.6061,276582.0589,136180.2993,412762.3582,734357.9643
pink,3,1978,746205.4782,387484.1231,258094.2056,645578.3287,1391783.807
pink,3,1979,84444.0581,29858.5342,26021.96997,55880.50417,140324.5623
pink,3,1980,242253.1024,111093.614,80442.42442,191536.0384,433789.1408
pink,3,1981,333423.011,154929.5892,111177.6771,266107.2663,599530.2772
pink,3,1982,855053.7248,473147.683,207228.8073,680376.4903,1535430.215
pink,3,1983,951950.8285,1515228.067,685162.2927,2200390.36,3152341.189
pink,3,1984,907851.665,791125.8239,322526.3703,1113652.194,2021503.859
pink,3,1985,826469.3674,610562.9049,258468.5282,869031.4331,1695500.801
pink,3,1986,667747.7374,516264.5448,329436.0611,845700.6059,1513448.343
pink,3,1987,568393.5997,593709.8127,112834.3752,706544.1878,1274937.788
pink,3,1988,293812.4787,264361.0521,64430.98859,328792.0407,622604.5194
pink,3,1989,1037584.054,777875.7534,667583.3008,1445459.054,2483043.108
pink,3,1990,268043.6487,117807.0973,94499.61503,212306.7123,480350.3611
pink,3,1991,664026.5273,1864716.32,918662.9703,2783379.29,3447405.818
pink,3,1992,382438.1952,219993.7814,119013.8798,339007.6612,721445.8564
pink,3,1993,590995.2942,793728.6774,525848.2298,1319576.907,1910572.201
pink,3,1994,295423.9877,76878.49039,76536.45213,153414.9425,448838.9302
pink,3,1995,658824.0955,694631.5377,295946.8859,990578.4236,1649402.519
pink,3,1996,540987.9204,306151.3667,194802.1556,500953.5223,1041941.443
pink,3,1997,412167.201,201781.713,98603.52106,300385.234,712552.4351
pink,3,1998,282319.3925,52223.85328,61177.28437,113401.1377,395720.5302
pink,3,1999,849179.6662,1058580.884,313007.2182,1371588.102,2220767.768
pink,3,2000,609806.6836,224307.174,115286.0929,339593.2669,949399.9505
pink,3,2001,1509731.492,286607.1879,343413.0264,630020.2143,2139751.706
pink,3,2002,1093070.356,272516.2314,182031.5065,454547.7379,1547618.094
pink,3,2003,1636075.051,311415.3166,333271.1357,644686.4523,2280761.504
pink,3,2004,994885.2335,422449.5621,243280.0791,665729.6412,1660614.875
pink,3,2005,1826540.972,424675.8041,374666.2136,799342.0178,2625882.989
pink,3,2006,250916.2543,35911.091,19791.007,55702.098,306618.3523
pink,3,2007,1160036.09,437186.7377,268010.9873,705197.725,1865233.815
pink,3,2008,113910.4863,5820.590882,14458.53073,20279.12161,134189.6079
pink,3,2009,1221063.855,121366.7741,213056.3246,334423.0988,1555486.954
pink,3,2010,507840.2415,11413.67292,77756.32469,89169.9976,597010.2391
pink,3,2011,220659.7632,17806.46263,22105.48368,39911.94631,260571.7095
pink,3,2012,630123.1037,49773.30512,111716.7597,161490.0648,791613.1685
pink,3,2013,1515227.227,130458.512,261395.2221,391853.7341,1907080.961
pink,3,2014,828145.899,79750.76616,166167.4391,245918.2052,1074064.104
pink,3,2015,782948.6783,106166.6721,129757.8972,235924.5693,1018873.248
pink,3,2016,751541.8969,96511.6353,132357.2687,228868.904,980410.8008
pink,3,2017,,,,,
pink,4,1954,843935.272,703969.5011,349161.8903,1053131.391,1897066.663
pink,4,1955,783747.4242,466536.9479,282027.4621,748564.41,1532311.834
pink,4,1956,311646.7181,261513.0594,129288.0252,390801.0846,702447.8027
pink,4,1957,1162742.816,920787.6211,469983.3211,1390770.942,2553513.758
pink,4,1958,569890.9996,368883.2745,211759.9259,580643.2004,1150534.2
pink,4,1959,1367020.698,717600.8359,470229.4404,1187830.276,2554850.974
pink,4,1960,291942.6142,135482.0003,96414.44934,231896.4496,523839.0637
pink,4,1961,1364691.365,808168.8624,490133.5003,1298302.363,2662993.728
pink,4,1962,1537840.616,615392.473,485706.1939,1101098.667,2638939.283
pink,4,1963,2090546.899,657024.4825,619771.4704,1276795.953,3367342.852
pink,4,1964,2626590.524,1199965.643,863158.773,2063124.416,4689714.94
pink,4,1965,2584013.795,1232241.585,860835.2176,2093076.802,4677090.597
pink,4,1966,1123062.701,602153.7346,389158.1978,991311.9324,2114374.634
pink,4,1967,1019953.377,919562.9709,437497.969,1357060.94,2377014.317
pink,4,1968,2770370.667,1613456.234,988862.6963,2602318.93,5372689.598
pink,4,1969,1675384.381,827099.9377,564487.0217,1391586.959,3066971.341
pink,4,1970,1759584.713,688766.0563,552276.0815,1241042.138,3000626.851
pink,4,1971,1636035.154,836647.2548,557764.5854,1394411.84,3030446.994
pink,4,1972,2221210.02,1122797.324,754309.9199,1877107.244,4098317.264
pink,4,1973,2044908.079,961102.9475,678067.8699,1639170.817,3684078.896
pink,4,1974,610518.9411,452709.4504,239833.1225,692542.5728,1303061.514
pink,4,1975,3195362.134,1334528.662,1021810.425,2356339.087,5551701.221
pink,4,1976,1237285.06,300172.5382,346805.3143,646977.8525,1884262.913
pink,4,1977,1598636.096,1424725.317,681981.6078,2106706.925,3705343.021
pink,4,1978,1346068.313,663237.2858,453240.3758,1116477.662,2462545.975
pink,4,1979,888838.4662,499370.0903,313139.1105,812509.2008,1701347.667
pink,4,1980,1281969.902,584010.8515,420910.4968,1004921.348,2286891.25
pink,4,1981,2537051.408,2031173.018,1030457.366,3061630.384,5598681.793
pink,4,1982,1249095.451,407178.4072,175296.9375,582475.3447,1831570.796
pink,4,1983,5154704.356,4272777.659,3390842.785,7663620.444,12818324.8
pink,4,1984,1979978.39,2188546.538,1015949.656,3204496.194,5184474.584
pink,4,1985,3268414.112,2887065.265,1150414.647,4037479.912,7305894.024
pink,4,1986,3084697.829,2790733.661,1531017.341,4321751.002,7406448.831
pink,4,1987,4605179.284,4599828.922,789209.3285,5389038.251,9994217.535
pink,4,1988,1385695.366,1940926.158,515598.3147,2456524.473,3842219.839
pink,4,1989,6737561.314,3380571.997,3144488.085,6525060.082,13262621.4
pink,4,1990,4655182.958,3336495.629,1450128.222,4786623.851,9441806.809
pink,4,1991,8803781.123,13019821.26,9569413.08,22589234.34,31393015.47
pink,4,1992,1350349.144,2366257.734,719221.033,3085478.767,4435827.912
pink,4,1993,1366499.885,1576326.534,739543.1644,2315869.698,3682369.583
pink,4,1994,339540.4949,274299.5371,175828.1095,450127.6466,789668.1415
pink,4,1995,3788239.975,5281244.592,1754241.71,7035486.302,10823726.28
pink,4,1996,3456793.716,3544432.189,1581131.375,5125563.564,8582357.28
pink,4,1997,837825.4345,564768.8456,202175.3297,766944.1753,1604769.61
pink,4,1998,404633.2487,71948.15853,80443.23309,152391.3916,557024.6403
pink,4,1999,1862860.662,1498204.756,497068.9148,1995273.671,3858134.332
pink,4,2000,575557.831,462578.9055,125293.3546,587872.2601,1163430.091
pink,4,2001,2493705.092,1178139.623,654877.1982,1833016.822,4326721.914
pink,4,2002,892711.7864,352630.7416,144100.7357,496731.4773,1389443.264
pink,4,2003,3749260.457,1045322.017,746144.7849,1791466.802,5540727.26
pink,4,2004,1370139.303,620479.4827,310924.6539,931404.1366,2301543.439
pink,4,2005,3262878.624,688892.5145,594576.084,1283468.598,4546347.223
pink,4,2006,246330.2691,174594.6913,23403.82323,197998.5145,444328.7836
pink,4,2007,1686697.15,701851.5637,362956.5022,1064808.066,2751505.216
pink,4,2008,153120.355,38680.96186,19807.27062,58488.23248,211608.5875
pink,4,2009,6731200.405,786766.0728,1068359.14,1855125.213,8586325.617
pink,4,2010,656618.6925,19017.92728,89595.52138,108613.4487,765232.1412
pink,4,2011,736531.785,127175.5634,66268.491,193444.0544,929975.8394
pink,4,2012,525239.8296,73535.65562,88711.69916,162247.3548,687487.1844
pink,4,2013,3356662.896,280028.3281,517297.025,797325.3531,4153988.249
pink,4,2014,3078691.737,675609.9847,634366.1754,1309976.16,4388667.897
pink,4,2015,691369.8538,97191.68883,101439.5907,198631.2795,890001.1333
pink,4,2016,292757.456,42006.86947,46629.51135,88636.38083,381393.8368
pink,4,2017,,,,,
pink,5,1954,118218.107,34794.1084,34515.06534,69309.17374,187527.2808
pink,5,1955,59686.98819,13690.14258,16551.72729,30241.86987,89928.85806
pink,5,1956,185444.884,54810.0169,54194.45487,109004.4718,294449.3558
pink,5,1957,95041.00297,26957.85974,27519.36312,54477.22286,149518.2258
pink,5,1958,278648.3764,68132.2274,78223.5272,146355.7546,425004.131
pink,5,1959,274287.7154,57024.76696,74734.37297,131759.1399,406046.8553
pink,5,1960,265178.9684,49942.47116,71082.14888,121024.62,386203.5885
pink,5,1961,354345.0554,80951.65053,98190.16216,179141.8127,533486.8681
pink,5,1962,711755.3347,118667.0629,187318.9224,305985.9853,1017741.32
pink,5,1963,285989.8324,38837.89332,73271.60217,112109.4955,398099.3279
pink,5,1964,323503.1061,60155.55378,86542.13441,146697.6882,470200.7943
pink,5,1965,175593.6706,33806.98797,47234.64328,81041.63125,256635.3019
pink,5,1966,477442.4058,100935.9385,130465.1807,231401.1192,708843.525
pink,5,1967,30214.98987,9388.366306,8933.35491,18321.72122,48536.71109
